Id,Project,ReporterGroup,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Projection,Category,Date Submitted,ETA,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version,Duplicate Id,Check In Date,Comments,Plan to fix,test,Owner Leader
0008040,ICS-G01,QADL,gaozihang,lqian,high,major,random,ics.4-g01-20120803.0115-user,none,System,2012-08-03,none,,,,public,2012-08-27,[Daily][System]手机出现花屏,assigned,open,,0000000,,,2012-09-07,,
0008243,T11A, ,zhangxue,lqian,high,major,random,T11-t11-20120808.0200-user,none,System,2012-08-09,none,,,,public,2012-08-21,[System] 安装水果忍者后手机死屏无法操作,assigned,open,,0000000,,,,,
0008391,ICS-I50, ,chaihongying,dingshengdong,high,major,always,,none,WiFi,2012-08-14,none,,,,public,2012-08-21,[Customer]wifi 无法正常连接，MAC地址为0,assigned,open,,0000000,,,,,
0008604,T11A,QAAS,zhangying,sence_zhang,high,major,have not tried,T11-t11-20120816.0159-user,none,System,2012-08-20,none,,,,public,2012-08-20,[Overnight][System]8月18号13:40进入ES文件管理器点QQ APK时发生了UI重启,assigned,open,,0000000,,,,,
0007687,ICS-G01,QASZ,lingfu,sence_zhang,high,major,random,ics.4-g01-20120719.0116-user,none,Muiltimedia,2012-07-20,none,,,,public,2012-08-17,用子午播放器播放视频会有在播放过程中重新播放、出现无法播放此视频的情况。,assigned,fixed,,0000000,2012-07-31,,2012-09-07,,
0007619,ICS-G01,QADL,songyaqin,wangxiaohong,high,major,random,ics.4-g01-20120718.0115-user,none,Camera,2012-07-18,none,,,,public,2012-08-17,[Daily][Camera]录像过程中，先卡屏，点back键，导致相机无响应，点等待无效,assigned,open,,0000000,,,2012-09-07,,
0008007,T11A,QADL,liuguifang,zoulu,high,major,always,T11-t11-20120802.0200-user,none,Data service,2012-08-02,none,,,,public,2012-08-16,[Data service]data网页下载速度慢,assigned,open,,0000000,,,,,
0005096,ATgingerbread G01 DualSIM,QADL,anqiang,mahui,high,minor,random,,none,WiFi,2012-03-21,none,,,,public,2012-08-16,[CR][WIFI]G01 量产机 wifi 出厂设置的问题,assigned,open,,0000000,,,,,
0007936,T11A,QAAS,wangxiaole,wfmao,high,major,always,T11-t11-20120731.0359-user,none,BT,2012-07-31,none,,,,public,2012-08-15,[BT]T11与其他蓝牙设备连接后，放置不动或者短距离离开已连接的蓝牙设备，蓝牙连接断开,assigned,open,,0000000,,,,,
0008214,ICS-G01,QADL,bishihai,dingshengdong,high,major,random,ics.4-g01-20120809.0115-user,none,voice call,2012-08-09,none,,,,public,2012-08-13,[Daily][Voice call] 点击拨号键，自动退出无法进入拨号界面。,assigned,open,,0000000,,,2012-09-07,,
0008337,Product-G01, ,ethanliu,Dennis Meng,high,major,always,,none,System,2012-08-13,none,,,,public,2012-08-13,"SD卡写满 写到内存  内存不足,导致部断重启",assigned,open,,0000000,,,,,
0008215,ICS-G01,QADL,taoguangrui,jianjun,high,major,always,ics.4-g01-20120809.0115-user,none,3D gallery,2012-08-09,none,,,,public,2012-08-13,[Daily][Gallery]使用图库播放rmvb格式的视频，画面出现大面积粉色和绿色阴影。,assigned,open,,0000000,,,2012-09-07,,
0008259,Product-G01,QASZ,yaochunyan,chen yue,high,major,always,,none,Call,2012-08-09,none,,,,public,2012-08-11,[Call] 接通电话前几秒出现听不到声音以及断音的情况,assigned,open,,0000000,,,,,
0007133,ATgingerbread G01 DualSIM,QADL,gaoyang,xiehongbiao,high,minor,random,,none,Camera,2012-06-25,none,,,,public,2012-08-10,[daily][overnight]相机屏幕出现花屏1s后黑屏,assigned,open,,0000000,,,,,
0006448,ATgingerbread G01 DualSIM,QASZ,tujiachen,xiehongbiao,high,minor,sometimes,,none,Muiltimedia,2012-05-24,none,,,,public,2012-08-10,播放720P一段时间后提示“此视频无法播放”，在G01和I50上都有出现,assigned,open,,0000000,,,,,QA
0005057,ATgingerbread G01 DualSIM,QADL,anqiang,jli,high,minor,random,gingerbread-G01-g01-20120322.0155-user,none,System,2012-03-21,none,,,,public,2012-08-10,[GP201][System]进入通话记录，呼叫10086时手机重启,assigned,open,,0000000,,,,,
0006277,ATgingerbread G01 DualSIM,QASZ,tujiachen,jli,high,minor,random,,none,voice call,2012-05-17,none,,,,public,2012-08-10,"[customer daily] 早上9:26 耳机通话音质不好，对方听我方的声音很沙哑,听不太清楚。",assigned,open,,0000000,,,,,QA
0005869,ATgingerbread G01 DualSIM,QADL,wangmian,xiehongbiao,high,minor,random,,none,Muiltimedia,2012-05-07,none,,,,public,2012-08-10,[Weekly][Muiltimedia]播放视频过程中出现无法播放视频提示，之后所有视频无法播放。,assigned,open,,0000000,,,,,
0004882,ATgingerbread G01 DualSIM,QABJ,mahui,jli,high,major,sometimes,gingerbread_G01-1.11.20120309,none,System,2012-03-12,none,,,,public,2012-08-10,"[From 4658][MMIO] 打开飞行模式,待机,大约没隔5分钟会自动关机.",assigned,open,,0000000,,,,,
0004429,ATgingerbread G01 DualSIM,QADL,duzuchuang,jli,high,minor,random,,none,System,2012-02-21,none,,,,public,2012-08-10,【weekly】开机死屛,assigned,open,,0000000,,,2012-03-08,,Joey
0005338,ATgingerbread G01 DualSIM,QADL,gaoxin,jli,high,minor,always,gingerbread_G01-1.15.20120330,none,System,2012-04-01,none,,,,public,2012-08-10,[Weekly][Gallery]取消全选时，更多里的“向左旋转、向右旋转”的功能不能实现。,assigned,open,,0000000,,,,,
0005391,ATgingerbread G01 DualSIM,QADL,zhangchanglong,jli,high,minor,always,gingerbread-G01-g01-20120409.0406-user,none,System,2012-04-09,none,,,,public,2012-08-10,[Daily][System]G01插入2张SIM后，闹钟初始界面不能被锁屏,assigned,open,,0000000,,,,,
0005469,ATgingerbread G01 DualSIM,QADL,wangmian,jli,high,minor,always,,none,System,2012-04-12,none,,,,public,2012-08-10,[Customer Branch][System]快速设置地图动态壁纸出现强制关闭,assigned,open,,0000000,,,,,
0005526,ATgingerbread G01 DualSIM,QADL,gaoyuan,xiehongbiao,high,minor,always,gingerbread_G01-1.15-daily.20120417.0203,none,Muiltimedia,2012-04-17,none,,,,public,2012-08-10,"[Customer branch][Muiltimedia] 连接蓝牙耳机播放视频，当蓝牙耳机出了所能允许的最大距离时,视频画面会变卡",assigned,open,,0000000,,,,,
0005555,ATgingerbread G01 DualSIM,QADL,duzuchuang,xiehongbiao,high,minor,always,,none,Muiltimedia,2012-04-19,none,,,,public,2012-08-10,[Customer Branch] 查看3GP格式视频的详细信息，类型显示为MP4,assigned,open,,0000000,,,,,
0008167,ICS-G01,QADL,miaoqianwen,sence_zhang,high,major,random,ics.4-g01-20120803.0115-user,none,System,2012-08-08,none,,,,public,2012-08-09,[Daily][System]模拟用户使用时手机发生自动关机,assigned,open,,0000000,,,2012-09-07,,
0007288,ICS-G01, ,panqin,wangxiaohong,high,major,sometimes,ics.4-g01-20120629.0149-user,none,Camera,2012-06-29,none,,,,public,2012-08-08,"[Camera]前置摄像头录制约1h后无法暂停，提示无响应,录制的视频无法播放",assigned,open,,0000000,,,2012-09-07,,
0007890,ICS-G01, ,chaihongying,wangpeng,high,major,always,ics.4-g01-20120728.0116-user,none,Modem,2012-07-30,none,,,,public,2012-08-08,[GPRS]下载内容为有规律数字的10M文件失败,assigned,open,,0000000,,,2012-09-07,,
0006564,ICS-G01, ,liuping,sence_zhang,high,major,sometimes,ics.4-atxx-paradise-g01-20120525.0123-user,none,APK,2012-05-29,none,,,,public,2012-08-08,[APK]与参考手机QQ语音通话时，测试机发出的音频会缺字,assigned,open,,0000000,,,2012-09-07,,
0007780,ICS-G01, ,zhangxue,sence_zhang,high,major,sometimes,ics.4-g01-20120724.0209-user,none,Default APK,2012-07-24,none,,,,public,2012-08-08,[USB] 使用USB大容量存储时会出现死屏现象然后自动关机,assigned,fixed,,0000000,2012-07-31,,2012-09-07,,
0007369,ICS-G01, ,chaihongying,lqian,high,major,always,ics.4-g01-20120703.0323-user,none,Power consumption,2012-07-05,none,,,,public,2012-08-08,[power consumption]MP4 playback is higher than 2.3.7,assigned,fixed,,0000000,2012-07-12,,2012-09-07,,
0007044,ICS-G01, ,fanyuxin,lqian,high,major,sometimes,ics.4-atxx-paradise-g01-20120620.0037-user,none,APK,2012-06-20,none,,,,public,2012-08-08,[APK][HW2D]在设置动态壁纸”唯美意境壁纸.Apk"时出现死机。,assigned,open,,0000000,,,2012-09-07,,
0008178,T11A,QAAS,gaoyuan,luoweizhang,high,major,random,T11-t11-20120808.0200-user,none,System,2012-08-08,none,,,,public,2012-08-08,【System】编辑Email时，死屏后自动关机,assigned,open,,0000000,,,,,
0005516,Product-G01,QABJ,mahui,jli,high,major,always,gingerbread_G01-1.16.20120410,none,HW driver,2012-04-17,none,,,,public,2012-08-08,[CR][Customer Branch][Uboot] 发现nocharger_table的第一个数值，%0那个电压，会直接影响到uboot开机最低电压的设置。,assigned,open,,0000000,,,,,
0006404,ATgingerbread G01 DualSIM,QASZ,yaochunyan,jli,high,minor,always,gingerbread_G01-1.20.20120508,none,Power consumption,2012-05-22,none,,,,public,2012-08-08,[power consumption] deepsleep 回来idle电流高20mA,assigned,open,,0000000,,,,,
0006653,ATgingerbread G01 DualSIM,QASZ,yaochunyan,jli,high,minor,always,gingerbread_G01-1.20.20120508,none,Power consumption,2012-06-01,none,,,,public,2012-08-08,[power consumption] G01X idle current is 20mA higher than G01,assigned,open,,0000000,,,,,
0005683,ATgingerbread G01 DualSIM, ,ethanliu,jli,high,major,always,,none,Power consumption,2012-05-02,none,,,,public,2012-08-08,"Current consumption cut, Active電流大,發熱",assigned,open,,0000000,,,,,
0005738,ATgingerbread G01 DualSIM, ,ethanliu,jli,high,major,always,,none,System,2012-05-03,none,,,,public,2012-08-08,[CR]提高系统速度,assigned,open,,0000000,,,,,
0004281,ATgingerbread G01 DualSIM,QADL,gaoyuan,xiehongbiao,high,minor,always,,none,Muiltimedia,2012-02-15,none,,,,public,2012-08-08,[Multimedia][H264] 播放main720p的H264的文件画面会卡,assigned,open,,0000000,,,,,
0005105,ATgingerbread G01 DualSIM,QADL,zhangying,xiehongbiao,high,minor,always,gingerbread-G01-g01-20120322.0155-user,none,Camera,2012-03-22,none,,,,public,2012-08-08,[daily][camera] 在收听FM时拍照，进入相机拍的相片声音异常,assigned,open,,0000000,,,,,
0005297,ATgingerbread G01 DualSIM,QADL,miaoqianwen,xiehongbiao,high,minor,always,gingerbread_G01-1.15.20120330,none,Muiltimedia,2012-03-30,none,,,,public,2012-08-08,[Weekly][Muiltimedia]连接有线耳机状态下，播放视频，睡眠解锁后出现声音混合,assigned,open,,0000000,,,,,
0005306,ATgingerbread G01 DualSIM,QADL,wangmian,xiehongbiao,high,major,always,gingerbread_G01-1.15.20120330,none,System,2012-03-30,none,,,,public,2012-08-08,[Weekly][USB]大容量存储设备打开时拔出USB线，之后手机SD卡无法识别。,assigned,open,,0000000,,,,,
0007966,T11A,QAAS,anqiang,luoweizhang,high,major,have not tried,T11-t11-20120731.0359-user,none,System,2012-08-01,none,,,,public,2012-08-07,[Overnight][System]测试机死屏，只能长按电源键8S后关机,assigned,open,,0000000,,,,,
0008030,T11A, ,zhangxue,luoweizhang,high,major,random,T11-t11-20120802.0200-user,none,System,2012-08-02,none,,,,public,2012-08-07,[System] 手机在来电界面死屏,assigned,open,,0000000,,,,,
0005218,ATgingerbread G01 DualSIM,QADL,taoguangrui,wfmao,high,minor,always,gingerbread-G01-g01-20120327.0410-user,none,BT,2012-03-27,none,,,,public,2012-08-06,"【Daily】【BT】WIFI连接失败导致重复连接时,使用BT耳机听歌会断断续续。",assigned,open,,0000000,,,,,
0005478,ATgingerbread G01 DualSIM,QADL,miaoqianwen,jli,high,minor,always,,none,System,2012-04-13,none,,,,public,2012-08-01,[Customer Branch][system]设置多个时间相同闹表,assigned,open,,0000000,,,,,
0005480,ATgingerbread G01 DualSIM,QADL,miaoqianwen,jli,high,minor,always,,none,System,2012-04-13,none,,,,public,2012-08-01,[Customer Branch][System]拨号画面中号码添加位置错误,assigned,open,,0000000,,,,,
0005538,ATgingerbread G01 DualSIM,QADL,gaoyuan,jli,high,minor,always,Customer branch G01-1.15-daily.20120418,none,Gmail/Email,2012-04-19,none,,,,public,2012-08-01,[Customer Branch][ES] ES文件中的文件，在多选之后，分享到Email，附件中没有被添加,assigned,open,,0000000,,,,,
0007037,ATgingerbread G01 DualSIM,QASZ,yaochunyan,xiehongbiao,high,minor,always,gingerbread_G01-1.20.20120508,none,APK,2012-06-20,none,,,,public,2012-08-01,[APK] 搜狐视频无法播放，进去自动退出,assigned,open,,0000000,,,,,
0007916,T11A, ,zhaoxin,wangxiaohong,high,major,always,T11-t11-20120731.0359-user,none,Camera,2012-07-31,none,,,,public,2012-08-01,[Camera]前置摄像头功能未加载,assigned,open,,0000000,,,,,
0005178,ATgingerbread G01 DualSIM,QADL,gaoyuan,yangzilong,high,minor,always,gingerbread-G01-g01-20120326.0305-user,none,UI,2012-03-26,none,,,,public,2012-07-10,[Daily][UI] web视频观看中，来电，来电主动停止，接听键会马上消失但联系人图标会停留10秒才消失,assigned,open,,0000000,,,,,
0005273,ATgingerbread G01 DualSIM, ,chaihongying,wanglibo,high,minor,random,,none,System,2012-03-29,none,,,,public,2012-07-06,[System]不断的强行关闭，直到拔出SD卡,assigned,open,,0000000,,,,,
0007340,ATgingerbread G01 DualSIM,QABJ,mahui,jli,high,minor,always,,none,Power consumption,2012-07-04,none,,,,public,2012-07-04,[Daily] 2.3.7_Maintree的很多测试项电流值比rewrite branch的电流值高。,assigned,open,,0000000,,,,,
0004897,ATgingerbread G01 DualSIM,QADL,zhangchanglong,sence_zhang,high,minor,sometimes,,none,System,2012-03-13,none,,,,public,2012-07-04,[Daily][Power]有电状态下G01开不开机,assigned,open,,0000000,,,,,
0004800,ATgingerbread G01 DualSIM,QADL,zhangchanglong,jli,high,minor,sometimes,gingerbread-G01-g01-20120308.0106-user,none,System,2012-03-08,none,,,,public,2012-07-04,[Daily][Video]G01插入标配耳机，播放视频没有声音,assigned,open,,0000000,,,,,
0004050,ATgingerbread G01 DualSIM, ,duzuchuang,jli,high,minor,random,gingerbread_G01-1.06.20120203,none,Charger,2012-02-07,none,,,,public,2012-07-04,充电栏的电量图标总是显示充电状态,assigned,open,,0000000,,,,,
0004970,ATgingerbread G01 DualSIM,QADL,duzuchuang,dingshengdong,high,minor,random,,none,System,2012-03-16,none,,,,public,2012-07-04,"[System malfunction][Overnight]安装微信后,android重启",assigned,open,,0000000,,,,,
0005028,ATgingerbread G01 DualSIM, ,chaihongying,jli,high,minor,random,gingerbread-G01-g01-20120315.0040-user,none,System,2012-03-20,none,,,,public,2012-07-04,[System]不能关机，一直停留在关机界面,assigned,open,,0000000,,,,,
0005416,ATgingerbread G01 DualSIM,QADL,zhangchanglong,jli,high,minor,random,gingerbread-G01-g01-20120410.0509-user,none,Charger,2012-04-10,none,,,,public,2012-07-04,[Daily][Charger]G01拔掉充电线后仍然显示正在充电,assigned,open,,0000000,,,,,
0005171,ATgingerbread G01 DualSIM, ,chaihongying,jli,high,minor,random,,none,System,2012-03-24,none,,,,public,2012-07-04,[System]自动关机问题验证结果跟踪,assigned,open,,0000000,,,,,
0005629,ATgingerbread G01 DualSIM,QADL,zhangying,jli,high,minor,random,gingerbread-G01-g01-20120426.0429-user,none,System,2012-04-27,none,,,,public,2012-07-04,[daily][system]使用卡1拨打电话主动挂断电话后，拨号界面黑屏,assigned,open,,0000000,,,,,
0007203,ATgingerbread G01 DualSIM,QADL,gaoyang,jli,high,minor,random,,none,System,2012-06-27,none,,,,public,2012-07-04,[Daily][ringtone]飞行模式下开机，手机提示为静音,assigned,open,,0000000,,,,,
0007122,ATgingerbread G01 DualSIM,QADL,mahui,wfmao,high,minor,random,,none,Network,2012-06-25,none,,,,public,2012-07-04,[Phone Prior][Customer_Branch][SIM] 重新开机后不识别SIM卡(from #6846),assigned,open,,0000000,,,,,
0005598,ATgingerbread G01 DualSIM, ,zhaoxin,jli,high,minor,random,gingerbread_G01-1.17.20120417,none,System,2012-04-25,none,,,,public,2012-07-04,[System]点击拨号盘黑屏持续4min,assigned,open,,0000000,,,,,
0005596,ATgingerbread G01 DualSIM, ,zhaoxin,jli,high,minor,random,gingerbread-G01-g01-20120413.0339-user,none,System,2012-04-25,none,,,,public,2012-07-04,[System]在拨号盘和通话记录按呼出无反应，5min后系统自动呼出,assigned,open,,0000000,,,,,
0005466,ATgingerbread G01 DualSIM, ,liuping,jli,high,minor,random,gingerbread-G01-g01-20120406.0414-user,none,System,2012-04-12,none,,,,public,2012-07-04,[System][overnight]早晨起来发现时间变为2012-1-1，时间变为下午6点多,assigned,open,,0000000,,,,,
0005224,ATgingerbread G01 DualSIM, ,panqin,jli,high,minor,always,gingerbread-G01-g01-20120327.0410-user,none,FM Radio,2012-03-27,none,,,,public,2012-07-04,[FM Radio]FM收音机调节音量显示是“音量”，而不是“媒体音量”,assigned,open,,0000000,,,,,
0005225,ATgingerbread G01 DualSIM, ,panqin,jli,high,minor,always,gingerbread-G01-g01-20120327.0410-user,none,FM Radio,2012-03-27,none,,,,public,2012-07-04,[FM Radio]播放FM收音机睡眠时，无法控制FM音量,assigned,open,,0000000,,,,,
0006673,ATgingerbread G01 DualSIM,QADL,yiguangyang,xiehongbiao,high,minor,always,,none,APK,2012-06-01,none,,,,public,2012-07-04,[Customer branch][QQ2012]手机QQ向PC端QQ发送视频请求，手机QQ出现无响应情况，退出后QQ无法登陆,assigned,open,,0000000,,,,,
0007083,ATgingerbread G01 DualSIM,QADL,fuxin,xiehongbiao,high,minor,always,,none,Muiltimedia,2012-06-21,none,,,,public,2012-07-04,[daily][Muiltimedia]ES播放720p的视频后不能自动退出,assigned,open,,0000000,,,,,
0007089,ATgingerbread G01 DualSIM,QADL,liangyang,jli,high,minor,always,,none,System,2012-06-21,none,,,,public,2012-07-04,[Daily][Widget]电量控制widget的亮度显示值和[设置→显示→亮度]的亮度值不同步,assigned,open,,0000000,,,,,
0007156,ATgingerbread G01 DualSIM,QADL,gaoyang,xiehongbiao,high,minor,always,,none,Muiltimedia,2012-06-26,none,,,,public,2012-07-04,[Daily][Muiltimedia]720p的视频播放不正常,assigned,open,,0000000,,,,,
0007226,ATgingerbread G01 DualSIM,QADL,gaoyang,xiehongbiao,high,minor,always,,none,Muiltimedia,2012-06-28,none,,,,public,2012-07-04,[Daily][muiltimedia]ogg格式音乐播放时进度条显示不正常,assigned,open,,0000000,,,,,
0006364,ATgingerbread G01 DualSIM,QASZ,zhouxiaofeng,jli,high,major,have not tried,,none,System,2012-05-21,none,,,,public,2012-07-02,[Customer_Branch]Power consumption optimzation,assigned,open,,0000000,,,,,Joey
0007068,ATgingerbread G01 DualSIM,QABJ,mahui,jli,high,major,have not tried,,none,System,2012-06-21,none,,,,public,2012-06-26,[Maintree] 系统重启/自动关机类问题0618-0624的log跟踪------- 2012.06.18,assigned,open,,0000000,,,,,
0002472,G01 FT,,augu_wang,augu_wang,high,major,sometimes,Daily,none,GSM call,2011-10-25,none,,,,public,2012-06-21,[GSM][Field test][BJ]通话时没有声音。,assigned,open,,0000000,,,,,
0002549,G01 FT,,fanyuxin,fanyuxin,high,major,sometimes,Daily,none,GSM call,2011-11-01,none,,,,public,2012-06-21,[GSM][Field test][TJ]通话时没有声音,assigned,open,,0000000,,,,,
0002537,G01 FT,,fanyuxin,fanyuxin,high,major,sometimes,Daily,none,GSM call,2011-10-31,none,,,,public,2012-06-21,[GSM][Field test][BJ] 通话过程中经常出现听不见对方说话声音。,assigned,suspended,,0000000,,,,,
0003714,GameBox_Plus,QADL,zhangchanglong,mahui,high,major,sometimes,GameBox_V1.20_20120113,none,Data service,2012-01-16,none,,,,public,2012-06-21,[GPRS]在线看电子书中，突然没有GPRS信号,assigned,open,,0000000,,,,,
